sample,symbol
189,N
425,N
659,N
889,N
1113,N
1336,N
1553,N
1773,N
1999,N
2236,N
2476,N
2705,N
2934,N
3164,N
3389,N
3618,N
3844,N
4060,N
4292,N
4528,N
4767,N
5009,N
5246,N
5479,N
5701,N
5927,N
6145,N
6375,N
6620,N
6864,N
7105,N
7340,N
7570,N
7802,N
8039,N
8261,N
8492,N
8726,N
8966,N
9203,N
9430,N
9666,N
9905,N
10137,N
10373,N
10599,N
10843,N
11099,N
11352,N
11594,N
11829,N
12066,N
12302,N
12528,N
12757,N
13005,N
13246,N
13487,N
13719,N
13952,N
14186,N
14412,N
14638,N
14848,N
15075,N
15316,N
15552,N
15780,N
16018,N
16246,N
16472,N
16690,N
16910,N
17145,N
17380,N
17617,N
17847,N
18075,N
18302,N
18522,N
18748,N
18973,N
19148,S
19404,N
19639,N
19873,N
20107,N
20334,N
20558,N
20780,N
20996,N
21211,N
21432,N
21666,N
21911,N
22158,N
22388,N
22617,N
22838,N
23064,N
23291,N
23502,N
23730,N
23958,N
24169,N
24417,N
24641,N
24871,N
25096,N
25313,N
25496,S
25736,N
25968,N
26207,N
26443,N
26671,N
26891,N
27116,N
27338,N
27553,N
27762,N
27985,N
28218,N
28451,N
28678,N
28902,N
29131,N
29357,N
29574,N
29784,N
29999,N
30223,N
30457,N
30691,N
30922,N
31154,N
31383,N
31611,N
31834,N
32057,N
32300,N
32545,N
32788,N
33028,N
33260,N
33493,N
33720,N
33920,N
34170,N
34389,N
34621,N
34856,N
35097,N
35332,N
35558,N
35782,N
36001,N
36170,S
36407,N
36641,N
36877,N
37116,N
37341,N
37572,N
37794,N
38016,N
38243,N
38461,N
38675,N
38897,N
39129,N
39364,N
39586,N
39811,N
40039,N
40258,N
40477,N
40684,N
40907,N
41142,N
41377,N
41610,N
41833,N
42057,N
42276,N
42451,S
42709,N
42931,N
43171,N
43415,N
43642,N
43887,N
44122,N
44357,N
44581,N
44803,N
45014,N
45238,N
45467,N
45702,N
45936,N
46165,N
46387,N
46607,N
46827,N
47050,N
47269,N
47498,N
47738,N
47968,N
48198,N
48427,N
48656,N
48883,N
49110,N
49324,N
49552,N
49781,N
50017,N
50258,N
50486,N
50715,N
50936,N
51161,N
51385,N
51597,N
51835,N
52080,N
52318,N
52553,N
52779,N
53006,N
53231,N
53410,S
53650,N
53870,N
54094,N
54320,N
54547,N
54772,N
55000,N
55228,N
55447,N
55667,N
55876,N
56106,N
56346,N
56577,N
56745,S
56985,N
57214,N
57435,N
57651,N
57863,N
58087,N
58317,N
58550,N
58782,N
59011,N
59237,N
59467,N
59689,N
59909,N
60120,N
60344,N
60580,N
60817,N
61055,N
61290,N
61515,N
61739,N
61962,N
62192,N
62422,N
62662,N
62907,N
63148,N
63384,N
63622,N
63860,N
64096,N
64330,N
64548,N
64782,N
65018,N
65256,N
65499,N
65728,N
65955,N
66174,N
66396,N
66613,N
66840,N
67080,N
67324,N
67554,N
67781,N
68010,N
68240,N
68469,N
68690,N
68908,N
69135,N
69367,N
69556,S
69816,N
70045,N
70277,N
70496,N
70712,N
70920,N
71147,N
71392,N
71635,N
71876,N
72104,N
72338,N
72569,N
72792,N
73021,N
73246,N
73478,N
73717,N
73949,N
74181,N
74413,N
74641,N
74870,N
75088,N
75298,N
75531,N
75767,N
76007,N
76250,N
76481,N
76716,N
76938,N
77163,N
77392,N
77612,N
77847,N
78078,N
78313,N
78546,N
78769,N
78993,N
79215,N
79426,N
79633,N
79848,N
80075,N
80305,N
80531,N
80747,N
80963,N
81175,N
81387,N
81602,N
81808,N
82030,N
82265,N
82492,N
82718,N
82932,N
83150,N
83369,N
83582,N
83793,N
83992,N
84213,N
84441,N
84663,N
84891,N
85112,N
85335,N
85547,N
85748,N
85970,N
86182,N
86413,N
86643,N
86875,N
87092,N
87309,N
87530,N
87744,N
87962,N
88180,N
88393,N
88618,N
88843,N
89069,N
89298,N
89521,N
89736,N
89950,N
90162,N
90365,N
90577,N
90793,N
91018,N
91239,N
91451,N
91660,N
91867,N
92073,N
92278,N
92487,N
92683,N
92894,N
93045,S
93285,N
93502,N
93705,N
93914,N
94118,N
94325,N
94525,N
94717,N
94916,N
95088,S
95331,N
95549,N
95753,N
95957,N
96121,S
96344,N
96540,N
96733,N
96925,N
97127,N
97339,N
97544,N
97752,N
97949,N
98147,N
98349,N
98552,N
98746,N
98940,N
99121,N
99324,N
99531,N
99737,N
99941,N
100142,N
100347,N
100542,N
100738,N
100927,N
101117,N
101306,N
