sample,symbol
346,N
660,N
975,N
1290,N
1607,N
1905,N
2135,V
2479,N
2757,N
3073,N
3235,V
3694,N
3972,N
4231,N
4494,N
4767,N
5042,N
5321,N
5638,N
5960,N
6229,N
6489,N
6751,N
7032,N
7326,N
7621,N
7910,N
8210,N
8486,N
8743,N
9012,N
9293,N
9590,N
9900,N
10197,N
10473,N
10751,N
11018,N
11289,N
11571,N
11864,N
12167,N
12464,N
12666,V
13004,N
13273,N
13556,N
13839,N
14130,N
14427,N
14714,N
14993,N
15263,N
15528,N
15822,N
16130,N
16434,N
16731,N
17008,N
17278,N
17541,N
17810,N
18085,N
18390,N
18695,N
18988,N
19270,N
19542,N
19827,N
20117,N
20409,N
20706,N
21013,N
21288,N
21548,N
21809,N
22078,N
22373,N
22679,N
22977,N
23259,N
23534,N
23792,N
24044,N
24312,N
24591,N
24897,N
25261,N
25544,N
25807,N
26080,N
26347,N
26617,N
26900,N
27192,N
27496,N
27778,N
28035,N
28191,V
28573,N
28858,N
29079,V
29436,N
29714,N
29866,V
30234,N
30478,N
30645,V
31003,N
31291,N
31486,V
31844,N
32094,N
32332,N
32567,N
32813,N
33068,N
33328,N
33538,V
33957,N
34218,N
34479,N
34741,N
35021,N
35304,N
35594,N
35877,N
36171,N
36451,N
36715,N
36974,N
37237,N
37523,N
37812,N
38094,N
38360,N
38627,N
38876,N
39125,N
39381,N
39650,N
39936,N
40246,N
40398,V
40814,N
41083,N
41362,N
41644,N
41927,N
42234,N
42388,V
42865,N
43139,N
43409,N
43709,N
44006,N
44312,N
44623,N
44778,V
45214,N
45484,N
45759,N
45897,V
46371,N
46681,N
46986,N
47132,V
47535,N
47806,N
48083,N
48365,N
48657,N
48973,N
49254,N
49508,N
49753,N
50016,N
50287,N
50581,N
50881,N
51177,N
51472,N
51614,V
52011,N
52273,N
52537,N
52826,N
53114,N
53312,V
53667,N
53926,N
54186,N
54438,N
54707,N
54989,N
55281,N
55582,N
55869,N
55999,V
56435,N
56722,N
56928,V
57342,N
57641,N
57937,N
58096,V
58244,V
58698,N
58990,N
59284,N
59569,N
59856,N
60126,N
60391,N
60657,N
60830,V
61236,N
61544,N
61861,N
62098,V
62452,N
62721,N
62924,V
63296,N
63579,N
63890,N
64204,N
64489,N
64764,N
65036,N
65329,N
65636,N
65950,N
66276,N
66592,N
66877,N
67152,N
67434,N
67582,V
68060,N
68365,N
68654,N
68936,N
69200,N
69332,V
69730,N
70009,N
70296,N
70584,N
70852,N
71102,N
71352,N
71516,V
71861,N
72119,N
72389,N
72660,N
72925,N
73099,V
73411,N
73645,N
73898,N
74147,N
74407,N
74661,N
74924,N
75174,N
75422,N
75658,N
75897,N
76155,N
76338,V
76757,N
77048,N
77341,N
77617,N
77886,N
78157,N
78383,V
78717,N
79027,N
79327,N
79503,V
79867,N
80121,N
80399,N
80679,N
80827,V
81259,N
81559,N
81833,N
82089,N
82347,N
82494,V
82906,N
83209,N
83503,N
83780,N
84058,N
84326,N
84595,N
84872,N
85168,N
85483,N
85807,N
86101,N
86240,V
86412,V
86921,N
87216,N
87512,N
87804,N
88098,N
88377,N
88642,N
88905,N
89194,N
89485,N
89776,N
90061,N
90338,N
90597,N
90855,N
91106,N
91247,V
91627,N
91913,N
92063,V
92452,N
92701,N
92832,V
93198,N
93462,N
93610,V
94028,N
94336,N
94634,N
94896,N
95164,N
95434,N
95729,N
96040,N
96349,N
96505,V
96973,N
97255,N
97540,N
97711,V
98166,N
98489,N
98802,N
99092,N
99235,V
99667,N
99950,N
100246,N
100545,N
100867,N
101163,N
101441,N
101725,N
102021,N
102320,N
102624,N
102931,N
103242,N
103525,N
103782,N
104049,N
104341,N
104635,N
104938,N
105244,N
105528,N
105815,N
106096,N
106382,N
106560,V
106750,V
107306,N
107609,N
107790,V
108162,N
108447,N
108718,N
108995,N
109287,N
109584,N
109857,N
110106,N
110367,N
110637,N
110931,N
111241,N
111544,N
111860,N
112157,N
112433,N
112575,V
113050,Q
113585,Q
114075,N
114360,N
114646,N
114953,N
115274,N
115419,V
115894,N
116196,N
116483,N
116621,V
117028,N
117310,N
117614,N
117908,N
118193,N
118477,N
118753,N
119024,N
119303,N
119477,V
119897,N
