sample,symbol
491,N
737,S
1000,S
1659,N
1903,S
2156,S
2829,N
3066,S
3667,N
3909,S
4511,N
4751,S
5341,N
5584,S
5855,S
6482,N
6721,S
6982,S
7232,S
7493,S
7754,S
8003,S
8255,S
8941,N
9890,N
10295,N
10540,S
10796,S
11462,N
11704,S
11974,S
12237,S
12492,S
12747,S
13003,S
13264,S
13526,S
13792,S
14058,S
14318,S
15317,N
15727,N
15966,S
16225,S
16918,N
17162,S
17422,S
17684,S
18403,N
18892,N
19130,S
19391,S
19651,S
19905,S
20167,S
21128,N
21560,N
21805,S
22066,S
22726,N
22965,S
23230,S
23887,N
24126,S
24384,S
24640,S
25352,N
26100,N
26810,N
27049,S
27306,S
27559,S
27821,S
28082,S
28337,S
28591,S
28851,S
29114,S
29374,S
30009,N
30257,S
30519,S
30779,S
31294,N
31535,S
31794,S
32478,N
32728,S
32993,S
33252,S
33511,S
33769,S
34305,N
34556,S
34825,S
35511,N
35750,S
36020,S
36284,S
36971,N
37211,S
37486,S
38193,N
38436,S
38701,S
38961,S
39667,N
39909,S
40167,S
40873,N
41125,S
41383,S
42068,N
42314,S
42577,S
43249,N
43496,S
43766,S
44441,N
44684,S
44945,S
45199,S
45460,S
45718,S
46394,N
46639,S
46908,S
47175,S
47439,S
47697,S
47955,S
48214,S
48476,S
48739,S
49007,S
49871,N
50368,N
50616,S
50880,S
51134,S
51398,S
52006,N
52261,S
52524,S
53180,N
53433,S
53692,S
54360,N
54605,S
54863,S
55550,N
55798,S
56062,S
56747,N
56991,S
57248,S
57506,S
57768,S
58027,S
58938,N
59455,N
59699,S
59959,S
60638,N
60891,S
61155,S
61419,S
61683,S
61943,S
62626,N
62872,S
63494,N
63732,S
64329,N
64574,S
65169,N
65413,S
65672,S
66323,N
66571,S
66827,S
67463,N
67709,S
67972,S
68610,N
68845,S
69441,N
69688,S
69944,S
70586,N
70829,S
71095,S
71354,S
72002,N
72245,S
72863,N
73095,S
73351,S
73604,S
73863,S
74516,N
75212,N
75456,S
75716,S
76388,N
76624,S
76888,S
77562,N
77800,S
78060,S
78727,N
78976,S
79240,S
79488,S
79740,S
79997,S
80691,N
80933,S
81192,S
81446,S
81705,S
81971,S
82228,S
82496,S
82755,S
83018,S
83281,S
83548,S
83811,S
84079,S
84343,S
84601,S
85176,N
85427,S
85700,S
85962,S
86225,S
87235,N
87709,N
87955,S
88223,S
88485,S
88746,S
88997,S
89260,S
89528,S
89790,S
90514,N
90767,S
91033,S
91731,N
91982,S
92610,N
92854,S
93122,S
93384,S
93646,S
94262,N
94514,S
94789,S
95482,N
95725,S
95988,S
96255,S
96523,S
96786,S
97500,N
97749,S
98406,N
98653,S
98922,S
99180,S
99449,S
100074,N
100321,S
100583,S
101262,N
101508,S
101768,S
102024,S
102981,N
103388,N
103636,S
103902,S
104595,N
104832,S
105095,S
105813,N
106335,N
106581,S
106840,S
107102,S
107369,S
107632,S
107895,S
108161,S
108842,N
109352,N
109596,S
109862,S
110122,S
110387,S
111069,N
111311,S
111577,S
111840,S
112108,S
112375,S
113376,N
113878,N
114122,S
114725,N
114962,S
115225,S
115486,S
115745,S
115999,S
116257,S
116517,S
116787,S
117455,N
117698,S
118330,N
118580,S
118849,S
119501,N
119744,S
120013,S
120266,S
120532,S
120790,S
121455,N
121702,S
121970,S
122229,S
122495,S
123090,N
123331,S
123590,S
123846,S
124104,S
124681,N
124923,S
125189,S
125443,S
125704,S
126413,N
126661,S
126925,S
127625,N
128547,N
129047,N
129294,S
129567,S
129830,S
130096,S
130352,S
130614,S
130880,S
131874,N
132336,N
132583,S
132850,S
133108,S
133367,S
133968,N
134217,S
134488,S
135169,N
135413,S
135681,S
135950,S
136208,S
136466,S
136725,S
137697,N
138177,N
138420,S
138684,S
138950,S
139213,S
139475,S
139729,S
140311,N
140558,S
140827,S
141098,S
141362,S
141623,S
141887,S
142158,S
143183,N
143592,N
143844,S
144108,S
144368,S
145059,N
145310,S
145579,S
146231,N
146472,S
146735,S
147003,S
147278,S
147539,S
147803,S
148063,S
148330,S
148601,S
148866,S
149556,N
149802,S
150066,S
150783,N
151028,S
151293,S
151563,S
151833,S
152095,S
153029,N
153472,N
153722,S
153982,S
154652,N
154908,S
155175,S
155435,S
155697,S
156364,N
156613,S
156883,S
157545,N
157788,S
158055,S
158317,S
158579,S
158839,S
159099,S
159632,N
159884,S
160156,S
160419,S
160679,S
160944,S
161692,N
161931,S
162197,S
162461,S
162725,S
163357,N
163607,S
163868,S
164133,S
164408,S
164673,S
164939,S
165583,N
165827,S
166102,S
166369,S
167348,N
167828,N
168079,S
168339,S
169003,N
169256,S
169531,S
170193,N
170442,S
170713,S
170972,S
171589,N
171832,S
172096,S
172359,S
173083,N
173328,S
173596,S
173866,S
174132,S
174391,S
175093,N
175328,S
175597,S
175860,S
176122,S
176385,S
176642,S
177302,N
177544,S
177795,S
178451,N
178697,S
178964,S
179217,S
179476,S
179728,S
179990,S
180255,S
180516,S
181221,N
181469,S
181726,S
181988,S
182261,S
182520,S
182780,S
183041,S
183636,N
183887,S
184152,S
184412,S
184678,S
185329,N
185573,S
185843,S
186551,N
186796,S
187435,N
187688,S
187950,S
188213,S
188481,S
188743,S
189005,S
189552,N
189802,S
190073,S
190751,N
190998,S
191614,N
191863,S
192128,S
192381,S
192644,S
192912,S
193171,S
193704,N
193945,S
194210,S
194875,N
195122,S
195390,S
196094,N
196344,S
196609,S
196870,S
197131,S
197773,N
198031,S
198298,S
198562,S
198826,S
199488,N
199742,S
200005,S
200265,S
200806,N
201050,S
201319,S
201584,S
201843,S
202107,S
202878,N
203124,S
203395,S
203664,S
203931,S
204197,S
204906,N
205150,S
205423,S
206132,N
206383,S
206650,S
206911,S
207177,S
207851,N
208100,N
208371,S
208637,S
209198,N
209438,S
209710,S
209975,S
210664,N
210913,S
211183,S
211439,S
211707,S
211978,S
212245,S
212517,S
212788,S
213060,S
213329,S
214056,N
214307,S
214578,S
214847,S
215127,S
215791,N
216051,S
216331,S
216597,S
217164,N
217411,S
217684,S
217954,S
218227,S
218782,N
219026,S
219303,S
219573,S
219846,S
220528,N
220783,S
221058,S
221331,S
221900,N
222147,S
222421,S
222694,S
222963,S
223234,S
223512,S
224261,N
224522,S
224798,S
225486,N
225739,S
226007,S
226697,N
226941,S
227202,S
227885,N
228131,S
228397,S
228657,S
228928,S
230038,N
230540,N
230800,S
231076,S
231348,S
231613,S
231885,S
232159,S
232430,S
233542,N
234031,N
234285,S
234557,S
235243,N
235490,S
235765,S
236037,S
236301,S
236936,N
237196,S
237473,S
237741,S
238277,N
238528,S
238803,S
239074,S
239342,S
239994,N
240250,S
240527,S
240791,S
241054,S
241693,N
241953,S
242230,S
242499,S
242770,S
243036,S
243307,S
243583,S
244261,N
244508,S
244782,S
245040,S
245308,S
245572,S
245833,S
246099,S
246360,S
246638,S
246898,S
247177,S
247420,S
247683,S
247947,S
248205,S
248465,S
248729,S
248981,S
249236,S
249498,S
249773,S
250045,S
250309,S
250569,S
250831,S
251099,S
251362,S
251628,S
251901,S
252171,S
252439,S
252707,S
252983,S
253255,S
253526,S
253793,S
254383,N
254631,S
255200,N
255447,S
255715,S
255980,S
256253,S
256515,S
256782,S
257419,N
257659,S
257930,S
258198,S
258461,S
258731,S
258994,S
259265,S
259543,S
259812,S
260082,S
260348,S
260623,S
261270,N
261514,S
261777,S
262418,N
262675,S
262943,S
263203,S
263860,N
264100,S
264367,S
264636,S
264898,S
265164,S
265429,S
266080,N
266327,S
