sample,symbol
111,N
343,N
571,N
807,N
1048,N
1287,N
1523,N
1765,N
1994,N
2219,N
2435,N
2661,N
2883,N
3116,N
3352,N
3586,N
3813,N
4041,N
4264,N
4480,N
4690,N
4908,N
5128,N
5358,N
5592,N
5820,N
6047,N
6259,F
6482,N
6696,N
6918,N
7134,N
7357,N
7584,N
7824,N
8067,N
8292,N
8512,N
8737,N
8971,N
9197,N
9423,N
9660,N
9902,N
10148,N
10391,N
10620,N
10845,N
11075,N
11310,F
11549,N
11784,N
12030,N
12277,N
12523,N
12765,N
12997,N
13228,N
13464,N
13716,N
13924,V
14212,N
14463,N
14714,N
14958,N
15201,N
15437,N
15669,N
15918,N
16181,N
16437,N
16686,N
16936,N
17178,N
17424,N
17663,N
17903,N
18154,N
18422,N
18679,N
18929,N
19176,N
19415,N
19660,N
19907,N
20151,N
20400,N
20668,N
20929,N
21180,N
21425,N
21668,N
21910,N
22160,N
22408,N
22661,N
22922,N
23189,N
23439,N
23677,N
23918,N
24158,N
24408,N
24664,N
24923,N
25180,N
25448,N
25699,N
25938,N
26178,N
26422,N
26679,N
26940,N
27200,N
27455,N
27656,V
27965,N
28204,N
28452,N
28699,N
28960,N
29230,N
29490,N
29743,N
30004,N
30255,N
30499,N
30743,N
30997,N
31259,N
31532,N
31792,N
32042,N
32295,N
32551,N
32799,N
33042,N
33243,V
33561,N
33826,N
34088,N
34335,N
34580,N
34837,N
35086,N
35332,N
35591,N
35853,N
36119,N
36378,N
36627,N
36874,N
37131,N
37383,N
37639,N
37902,N
38165,N
38431,N
38691,N
38937,N
39178,N
39434,N
39691,N
39952,N
40212,N
40473,N
40729,N
40984,N
41228,N
41470,N
41721,N
41989,N
42251,N
42504,N
42764,N
43012,N
43264,N
43512,N
43760,N
44010,N
44283,N
44547,N
44800,N
45054,N
45302,N
45549,N
45777,V
46046,N
46292,N
46556,N
46820,N
47076,N
47316,N
47558,N
47796,N
48044,N
48291,N
48546,N
48805,N
49073,N
49328,N
49567,N
49809,N
50049,N
50300,N
50558,N
50810,N
51062,N
51329,N
51580,N
51821,N
52059,N
52302,N
52550,N
52812,N
53068,N
53319,N
53578,N
53833,N
54073,N
54307,N
54550,N
54793,N
55049,N
55306,N
55560,N
55805,N
56057,N
56297,N
56532,N
56773,N
57021,N
57283,N
57550,N
57803,N
58049,N
58299,N
58547,N
58793,N
59037,N
59295,N
59561,N
59829,N
60083,N
60329,N
60581,N
60833,N
61081,N
61333,N
61597,N
61859,N
62126,N
62378,N
62620,N
62865,N
63120,N
63370,N
63620,N
63879,N
64131,N
64389,N
64636,N
64875,N
65108,N
65357,N
65609,N
65862,N
66112,N
66370,N
66626,N
66878,N
67118,N
67355,N
67609,N
67871,N
68133,N
68388,N
68646,N
68895,N
69145,N
69386,N
69629,N
69881,N
70148,N
70409,N
70662,N
70916,N
71160,N
71406,N
71656,N
71902,N
72150,N
72417,N
72681,N
72937,N
73185,N
73432,N
73676,N
73929,N
74180,N
74432,N
74697,N
74970,N
75226,N
75466,N
75712,N
75954,N
76206,N
76463,N
76726,N
76984,N
77256,N
77511,N
77754,N
77999,N
78248,N
78506,N
78771,N
79032,N
79288,N
79550,N
79803,N
80049,N
80290,N
80539,N
80797,N
81065,N
81324,N
81578,N
81835,N
82089,N
82335,N
82576,N
82829,N
83085,N
83354,N
83616,N
83868,N
84119,N
84378,N
84622,N
84823,V
85114,N
85367,N
85636,N
85895,N
86143,N
86380,N
86628,N
86866,N
87103,N
87344,N
87592,N
87841,N
88085,N
88320,N
88550,N
88776,N
89020,N
89255,N
89490,N
89732,N
89980,N
90230,N
90478,N
90707,N
90935,N
91175,N
91424,N
91673,N
91919,N
92173,N
92424,N
92676,N
92920,N
93159,N
93405,N
93671,N
93933,N
94190,N
94455,N
94712,N
94970,N
95223,N
95474,N
95726,N
96004,N
96276,N
96540,N
96805,N
97062,N
97320,N
97575,N
97831,N
98091,N
98372,N
98645,N
98902,N
99157,N
99407,N
99665,N
99919,N
100176,N
100441,N
100722,N
100983,N
101234,N
101483,N
101727,N
101979,N
102236,N
102493,N
102752,N
103024,N
103284,N
103531,N
103779,N
104027,N
104282,N
104538,V
104817,N
105076,N
105346,N
105606,N
105854,N
106097,N
106349,N
106605,N
106872,N
107137,N
107396,N
107657,N
107920,N
108170,N
108413,N
108669,N
108932,N
109204,N
109471,N
109733,N
109990,N
110249,N
110499,N
110744,N
111002,N
111264,N
111537,N
111802,N
112058,N
112308,N
112571,N
112822,N
113075,N
113340,N
113606,N
113882,N
114147,N
114398,N
114643,N
114906,N
115161,N
115415,N
115684,N
115948,N
116217,N
116479,N
116730,N
116974,N
117241,N
117501,N
117761,N
118027,N
118288,N
118544,N
118796,N
119037,N
119274,N
119531,N
119787,N
120043,N
120291,N
120536,N
120780,N
121016,N
121243,N
121470,N
121700,N
121954,N
122191,N
122430,N
122662,N
122891,N
123119,N
123354,N
123576,N
123801,N
124037,N
124289,N
124527,N
124758,N
124992,N
125221,N
125452,N
125687,N
125917,N
126151,N
126397,N
126651,N
126892,N
127121,N
127352,N
127580,N
127816,N
128056,N
128296,N
128538,N
128793,N
129048,N
129294,N
129525,N
129760,N
129994,N
130240,N
130488,N
130741,N
130993,N
131256,N
131506,N
131744,N
131981,N
132222,N
132476,N
132741,N
132996,N
133250,N
133515,N
133773,N
134018,N
134258,N
134509,N
134764,N
135034,N
135297,N
135553,N
135813,N
136072,N
136320,N
136563,N
136816,N
137075,N
137345,N
137610,N
137869,N
138115,N
138373,N
138619,N
138861,N
139114,N
139374,N
139644,N
139912,N
140166,N
140407,N
140659,N
140909,N
141162,N
141414,N
141678,N
141943,N
142204,N
142448,N
142689,N
142936,N
143190,N
143442,N
143696,N
143957,N
144210,N
144467,N
144712,N
144953,N
145195,N
145456,N
145712,N
145970,N
146230,N
146487,N
146742,N
146996,N
147243,N
147484,N
147751,N
148021,N
148283,N
148538,N
148793,N
149045,N
149298,N
149541,N
149787,N
150053,N
150325,N
150588,N
150837,N
151089,N
151337,N
151588,N
151835,N
152086,N
152353,N
152624,N
152885,N
153073,V
153378,N
153620,N
153876,N
154125,N
154320,V
154645,N
154916,N
155173,N
155416,N
155658,N
155897,N
156145,N
156400,N
156654,N
156905,N
157169,N
157415,N
157652,N
157890,N
158132,N
158383,N
158645,N
158907,N
159161,N
159426,N
159680,N
159922,N
160162,N
160411,N
160669,N
160938,N
161197,N
161453,N
161715,N
161968,N
162216,N
162457,N
162710,N
162969,N
163241,N
163502,N
163754,N
164009,N
164266,N
164516,N
164761,N
165020,N
165283,N
165554,N
165816,N
166067,N
166318,N
166576,N
166826,N
167072,N
167334,N
167597,N
167867,N
168129,N
168380,N
168627,N
168890,N
169145,N
169401,N
169670,N
169935,N
170205,N
170463,N
170716,N
170963,N
171224,N
171483,N
171744,N
172008,N
172269,N
172533,N
172790,N
173036,N
173277,N
173538,N
173801,N
174063,N
174318,N
174577,N
174827,N
175075,N
175314,N
175554,N
175812,N
176053,V
176340,N
176589,N
176845,N
177087,N
177336,N
177584,N
177830,N
178083,N
178355,N
178614,N
178862,N
179104,N
179345,N
179591,N
179842,N
180088,N
180336,N
180600,N
180868,N
181124,N
181362,N
181609,N
181857,N
182114,N
182370,N
182630,N
182903,N
183174,N
183431,N
183625,V
183929,N
184183,N
184458,N
184723,N
184987,N
185262,N
185529,N
185780,N
186028,N
186282,N
186539,N
186812,N
187078,N
187339,N
187607,N
187865,N
188115,N
188362,N
188618,N
188885,N
189164,N
189427,N
189684,N
189945,N
190198,N
190399,V
190692,N
190951,N
191227,N
191500,N
191760,N
192010,N
192270,N
192520,N
192767,N
193018,N
193280,N
193549,N
193819,N
194071,N
194311,N
194565,N
194815,N
195063,N
195318,N
195583,N
195849,N
196117,N
196368,N
196608,N
196858,N
197115,N
197372,N
197625,N
197891,N
198154,N
198417,N
198665,N
198909,N
199164,N
199430,N
199697,N
199961,N
200231,N
200498,N
200760,N
201008,N
201258,N
201518,N
201788,N
202057,N
202321,N
202589,N
202846,N
203108,N
203359,N
203612,N
203878,N
204157,N
204429,N
204695,N
204959,N
205213,N
205475,N
205731,N
205987,N
206260,N
206543,N
206813,N
207070,N
207330,N
207584,N
207843,N
208101,N
208364,N
208637,N
208914,N
209177,N
209424,N
209676,N
209925,N
210182,N
210440,N
210703,N
210971,N
211240,N
211497,N
211742,N
211989,N
212237,N
212501,N
212767,N
213029,N
213291,N
213561,N
213813,N
214056,N
214307,N
214560,N
214832,N
215102,N
215364,N
215628,N
215898,N
216148,N
216394,N
216588,V
216910,N
217182,N
217454,N
217715,N
217973,N
218236,N
218488,N
218734,N
218995,N
219262,N
219535,N
219757,V
220055,N
220309,N
220573,N
220825,N
221078,N
221341,N
221609,N
221881,N
222140,N
222387,N
222640,N
222899,N
223153,N
223408,N
223676,N
223941,N
224213,N
224467,N
224712,N
224968,N
225228,N
225490,N
225751,N
226023,N
226290,N
226556,N
226806,N
227051,N
227308,N
227572,N
227839,N
228102,N
228371,N
228637,N
228897,N
229145,N
229393,N
229656,N
229926,N
230196,N
230457,N
230720,N
230981,N
231241,N
231487,N
231733,N
232004,N
232276,N
232540,N
232801,N
233057,N
233309,N
233565,N
233810,N
234057,N
234325,N
234598,N
234817,V
235114,N
235368,N
235619,N
235873,N
236129,N
236388,N
236658,N
236935,N
237202,N
237453,N
237706,N
237957,N
238216,N
238480,N
238745,N
239015,N
239291,N
239552,N
239798,N
240048,N
240300,N
240566,N
240832,N
241100,N
241369,N
241639,N
241892,N
242139,N
242393,N
242647,N
242921,N
243190,N
243455,N
243720,N
243987,N
244239,N
244486,N
244746,N
245007,N
245285,N
245497,V
245821,N
246078,N
246347,N
246602,N
246851,N
247116,N
247385,N
247661,N
247925,N
248180,N
248436,N
248697,N
248953,N
249205,N
249473,N
249742,N
250015,N
250274,N
250523,N
250783,N
251042,N
251302,N
251565,N
251836,N
252111,N
252382,N
252633,N
252877,N
253136,N
253394,N
253656,N
253918,N
254185,N
254451,N
254717,N
254968,N
255210,N
255470,N
255734,N
255998,N
256259,N
256525,N
256788,N
257046,N
257296,N
257544,N
257811,N
258079,N
258345,N
258610,N
258872,N
259133,N
259388,N
259638,N
259890,N
260164,N
260434,N
260699,N
260963,N
261216,N
261472,N
261727,N
261978,N
262234,N
262510,N
262779,N
263034,N
263291,N
263540,N
263795,N
264053,N
264308,N
264571,N
264853,N
265122,N
265377,N
265629,N
265879,N
266135,N
266394,N
266657,N
266924,N
267202,N
267466,N
267717,N
267966,N
268216,N
268477,N
268745,N
269013,N
269275,N
269549,N
269803,N
270050,N
270296,N
270544,N
270806,N
271082,N
271346,N
271603,N
271869,N
272122,N
272369,N
272611,N
272866,N
273127,N
273399,N
273662,N
273913,N
274172,N
274427,N
274674,N
274921,N
275180,N
275442,N
275710,N
275971,N
276224,N
276472,N
276727,N
276977,N
277225,N
277488,N
277754,N
278027,N
278288,N
278541,N
278792,N
279055,N
279313,N
279570,N
279840,N
280108,N
280381,N
280638,N
280885,N
281142,N
281405,N
281667,N
281930,N
282201,N
282465,N
282731,N
282983,N
283229,N
283489,N
283756,N
284024,N
284287,N
284558,N
284819,N
285077,N
285326,N
285572,N
285832,N
286102,N
286371,N
286632,N
286896,N
287154,N
287411,N
287660,N
287909,N
288177,N
288451,N
288719,N
288979,N
289235,N
289490,N
289748,N
289999,N
290249,N
290525,N
290795,N
291056,N
291317,N
291569,N
291824,N
292083,N
292340,N
292598,N
292876,N
293145,N
293402,N
293656,N
293906,N
294162,N
294421,N
294683,N
294946,N
295223,N
295490,N
295742,N
295989,N
296240,N
296499,N
296764,N
297027,N
297292,N
297570,N
297829,N
298077,N
298327,N
298579,N
298842,N
299112,N
299379,N
299643,N
299916,N
300169,N
300414,N
300663,N
300916,N
301179,N
301454,N
301721,N
301976,N
302239,N
302491,N
302739,N
302989,N
303249,N
303521,N
303797,N
304062,N
304315,N
304544,V
304828,N
305081,N
305338,N
305607,N
305882,N
306154,N
306417,N
306667,N
306926,N
307182,N
307441,N
307704,N
307976,N
308249,N
308521,N
308774,N
309021,N
309279,N
309537,N
309800,N
310068,N
310336,N
310604,N
310868,N
311116,N
311362,N
311620,N
311885,N
312150,N
312411,N
312678,N
312935,N
313193,N
313439,N
313683,N
313946,N
314217,N
314483,N
314745,N
315007,N
315265,N
315520,N
315769,N
316019,N
316291,N
316560,N
316828,N
317091,N
317348,N
317605,N
317865,N
318119,N
318376,N
318655,N
318926,N
319189,N
319449,N
319698,N
319955,N
320215,N
320471,N
320733,N
321013,N
321279,N
321532,N
321783,N
322032,N
322287,N
322546,N
322806,N
323069,N
323346,N
323608,N
323854,N
324102,N
324348,N
324606,N
324863,N
325127,N
325390,N
325663,N
325921,N
326168,N
326418,N
326665,N
326927,N
327194,N
327459,N
327720,N
327989,N
328241,N
328483,N
328729,N
328976,N
329240,N
329510,N
329771,N
330027,N
330238,V
330544,N
330783,N
331035,N
331289,N
331553,N
331822,N
332084,N
332333,N
332588,N
332834,N
333079,N
333325,N
333583,N
333849,N
334119,N
334379,N
334628,N
334878,N
335129,N
335379,N
335577,V
335894,N
336155,N
336427,N
336679,N
336925,N
337174,N
337432,N
337684,N
337937,N
338204,N
338466,N
338733,N
338986,N
339233,N
339483,N
339746,N
340006,N
340265,N
340537,N
340799,N
341061,N
341315,N
341564,N
341814,N
342084,N
342352,N
342614,N
342881,N
343141,N
343399,N
343653,N
343904,N
344157,N
344434,N
344707,N
344968,N
345230,N
345483,N
345743,N
345995,N
346247,N
346509,N
346791,N
347061,N
347321,N
347578,N
347826,N
348082,N
348333,N
348588,N
348854,N
349133,N
349398,N
349650,N
349905,N
350152,N
350408,N
350665,N
350928,N
351196,N
351474,N
351738,N
351988,N
352239,N
352491,N
352751,N
353014,N
353279,N
353550,N
353822,N
354079,N
354325,N
354578,N
354835,N
355103,N
355367,N
355629,N
355901,N
356162,N
356410,N
356655,N
356907,N
357164,N
357438,N
357706,N
357967,N
358240,N
358499,N
358750,N
359002,N
359263,N
359534,N
359814,N
360084,N
360344,N
360610,N
360866,N
361115,N
361369,N
361632,N
361908,N
362183,N
362448,N
362704,N
362970,N
363223,N
363474,N
363734,N
364000,N
364273,N
364542,N
364798,N
365047,N
365307,N
365556,N
365806,N
366071,N
366335,N
366603,N
366869,N
367122,N
367366,N
367622,N
367876,N
368133,N
368395,N
368662,N
368927,N
369191,N
369439,N
369685,N
369944,N
370209,N
370475,N
370736,N
370975,V
371268,N
371522,N
371772,N
372019,N
372280,N
372548,N
372816,N
373076,N
373339,N
373595,N
373849,N
374076,V
374345,N
374608,N
374883,N
375151,N
375410,N
375666,N
375914,N
376168,N
376419,N
376670,N
376938,N
377215,N
377480,N
377732,N
377985,N
378232,N
378486,N
378741,N
378998,N
379269,N
379545,N
379805,N
380052,N
380303,N
380553,N
380810,N
381071,N
381279,V
381610,N
381884,N
382146,N
382394,N
382645,N
382901,N
383166,N
383430,N
383693,N
383961,N
384226,N
384477,N
384723,N
384973,N
385229,N
385503,N
385769,N
386028,N
386294,N
386550,N
386797,N
387039,N
387292,N
387553,N
387823,N
388088,N
388344,N
388606,N
388860,N
389109,N
389356,N
389616,N
389886,N
390162,N
390426,N
390679,N
390938,N
391190,N
391441,N
391694,N
391914,V
392227,N
392499,N
392759,N
393005,N
393261,N
393515,N
393767,N
394022,N
394289,N
394504,V
394830,N
395080,N
395327,N
395585,N
395841,N
396095,N
396355,N
396621,N
396888,N
397153,N
397405,N
397650,N
397907,N
398167,N
398397,V
398697,N
398963,N
399230,N
399489,N
399738,N
399984,N
400241,N
400506,N
400776,N
401038,N
401302,N
401561,N
401819,N
402068,N
402317,N
402578,N
402852,N
403119,N
403378,N
403636,N
403885,N
404138,N
404387,N
404639,N
404902,N
405181,N
405444,N
405700,N
405954,N
406199,N
406453,N
406708,N
406966,N
407229,N
407507,N
407773,N
407958,V
408273,N
408519,N
408781,N
409041,N
409309,N
409574,N
409853,N
410115,N
410362,N
410612,N
410862,N
411125,N
411350,V
411657,N
411923,N
412201,N
412454,N
412699,N
412950,N
413201,N
413467,N
413733,N
413996,N
414260,N
414527,N
414773,N
415016,N
415265,N
415517,N
415783,N
416051,N
416313,N
416568,N
416829,N
417077,N
417320,N
417571,N
417828,N
418098,N
418365,N
418624,N
418875,N
419132,N
419380,N
419624,N
419877,N
420137,N
420372,V
420673,N
420930,N
421186,N
421446,N
421696,N
421945,N
422211,N
422474,N
422746,N
423006,N
423255,N
423504,N
423762,N
424014,N
424268,N
424536,N
424799,N
425067,N
425326,N
425574,N
425820,N
426082,N
426343,N
426600,N
426866,N
427130,N
427394,N
427644,N
427891,N
428142,N
428408,N
428672,N
428933,N
429198,N
429457,N
429717,N
429963,N
430210,N
430461,N
430732,N
430995,N
431254,N
431516,N
431767,N
432020,N
432273,N
