sample,symbol
312,V
835,N
1078,V
1588,N
1821,V
2342,N
2593,V
3111,N
3357,V
3857,N
4092,V
4637,N
4889,V
5409,N
5648,V
6160,N
6408,V
6939,N
7191,V
7700,N
7937,V
8437,N
8694,V
9215,N
9463,V
9949,N
10196,V
10689,N
10939,V
11450,N
11699,V
12197,N
12436,V
12936,N
13200,V
13348,V
13717,N
13967,V
14125,V
14263,V
14522,N
18825,N
19070,V
19579,N
22117,N
22383,V
22513,V
22665,V
22883,N
23174,N
23502,N
23746,V
24177,N
24535,N
24866,N
25185,N
25496,N
25758,V
26164,N
26399,V
26810,N
27055,V
27458,N
27785,N
28039,V
28182,V
28717,N
28965,V
29115,V
29455,N
29847,N
30088,V
30567,N
30831,V
31261,N
31614,N
31944,N
32284,N
32637,N
32985,N
33339,N
33604,V
33996,N
34347,N
34708,N
35076,N
35420,N
35760,N
36105,N
36439,N
36792,N
37147,N
37500,N
37848,N
38182,N
38509,N
38867,N
39234,N
39575,N
39924,N
40264,N
40599,N
40951,N
41301,N
41654,N
42000,N
42331,N
42660,N
42985,N
43334,N
43685,N
44020,N
44354,N
44688,N
45009,N
45346,N
45687,N
46025,N
46289,V
46680,N
46903,V
47307,N
47596,V
47748,V
48019,N
48247,V
48669,N
48885,V
49331,N
49559,V
50025,N
50263,V
50724,N
50948,V
51383,N
51603,V
52089,N
52320,V
52785,N
53012,V
53471,N
53692,V
54160,N
54401,V
54868,N
55103,V
55558,N
55775,V
56266,N
56508,V
56974,N
57206,V
57666,N
57893,V
58370,N
58607,V
59089,N
59320,V
59785,N
60004,V
60491,N
60731,V
61217,N
61441,V
61911,N
62136,V
62601,N
62835,V
63324,N
63552,V
64032,N
64249,V
64729,N
64967,V
65457,N
65681,V
66157,N
66375,V
66859,N
67097,V
67591,N
67819,V
68300,N
68521,V
68995,N
69207,V
69733,N
69933,V
70434,N
70665,V
71131,N
71340,V
71865,N
72071,V
72581,N
72791,V
73279,N
73494,V
74019,N
74233,V
74726,N
74943,V
75429,N
75639,V
76172,N
76380,V
76886,N
77082,V
77584,N
77794,V
78330,N
78533,V
79047,N
79249,V
79747,N
79958,V
80490,N
80697,V
81212,N
81410,V
81909,N
82121,V
82643,N
82844,V
83355,N
83557,V
84062,N
84300,V
84806,N
85014,V
85514,N
85712,V
86215,N
86425,V
86656,N
87039,N
89131,N
94437,N
94680,V
95206,N
95566,N
95920,N
96163,V
96300,V
96905,N
101423,N
101715,V
102147,N
102382,V
102782,N
103088,N
103386,N
103696,N
104006,N
104306,N
104598,N
104886,N
105175,N
105447,N
105734,N
106041,N
106339,N
106628,N
106919,N
107198,N
107470,N
107747,N
108033,N
108314,N
108581,N
108856,N
109118,N
109387,N
109654,N
109914,N
110187,N
110470,N
110747,N
111017,N
111284,N
111541,N
111805,N
112063,N
112345,N
112624,N
112896,N
113159,N
113427,N
113695,N
113961,N
114216,N
114493,N
114772,N
115053,N
115325,N
115593,N
115852,N
116108,N
116372,N
116647,N
116923,N
117198,N
117462,N
117716,N
117972,N
118210,N
118446,N
118694,N
118938,N
119204,N
119451,N
119698,N
119946,N
120177,N
120425,N
120675,N
120926,N
121202,N
121462,N
121712,N
121976,N
122222,N
122490,N
122747,N
123025,N
123316,N
123603,N
123885,N
124160,N
124432,N
124704,N
124978,N
125262,N
125543,N
125827,N
126101,N
126374,N
126649,N
126914,N
127180,N
127461,N
127752,N
128034,N
128311,N
128579,N
128845,N
129108,N
129382,N
129671,N
129957,N
130230,N
130504,N
130784,N
131056,N
131313,N
131591,N
131878,N
132165,N
132448,N
132725,N
132992,N
133261,N
133533,N
133813,N
134102,N
134386,N
134664,N
