sample,symbol
180,N
527,N
847,N
1166,N
1512,N
1833,N
2460,N
2789,N
3088,N
3420,N
3754,N
4058,N
4386,N
4720,N
5035,N
5378,N
5740,N
6060,N
6415,N
6799,N
7122,N
7480,N
7827,N
8138,N
8478,N
8818,N
9137,N
9497,N
9853,N
10182,N
10538,N
10893,N
11224,N
11582,N
11917,N
12236,N
12589,N
12941,N
13261,N
13618,N
13949,N
14283,N
14626,N
14968,N
15288,N
15638,N
15977,N
16305,N
16651,N
17018,N
17353,N
17707,N
18049,N
18371,N
18715,N
19055,N
19366,N
19721,N
20054,N
20374,N
20730,N
21068,N
21383,N
21731,N
22060,N
22378,N
22726,N
23074,N
23396,N
23747,N
24084,N
24405,N
24769,N
25120,N
25446,N
25810,N
26157,N
26492,N
26841,N
27195,N
27546,N
27874,N
28205,N
28557,N
28888,N
29234,N
29593,N
29926,N
30280,N
30637,N
30975,N
31325,N
31692,N
32019,N
32360,N
32704,N
33027,N
33357,N
33712,N
34026,N
34652,N
34976,N
35587,N
36208,N
36840,N
37444,N
38056,N
38654,N
39264,N
39863,N
40458,N
41059,N
41648,N
42221,N
42788,N
43357,N
43937,N
44526,N
45113,N
45692,N
46256,N
46817,N
47398,N
48009,N
48598,N
49184,N
49782,N
50372,N
50970,N
51559,N
52143,N
52598,S
52995,N
53239,V
53392,V
53780,N
54109,N
54441,N
54771,N
55090,N
55426,N
55789,N
56118,N
56479,N
56844,N
57192,N
57568,N
57932,N
58262,N
58604,N
58936,N
59265,N
59606,N
59959,N
60294,N
60657,N
61029,N
61370,N
61748,N
62120,N
62478,N
62854,N
63230,N
63573,N
63939,N
64281,N
64621,N
65004,N
65351,N
65701,N
66056,N
66394,N
66731,N
67097,N
67453,N
67825,N
68199,N
68548,N
68893,N
69244,N
69585,N
69934,N
70283,N
70634,N
70984,N
71334,N
71695,N
72036,N
72387,N
72744,N
73083,N
73433,N
73793,N
74123,N
74487,N
74837,N
75177,N
75532,N
75898,N
76233,N
76592,N
76955,N
77294,N
77653,N
78011,N
78337,N
78680,N
79028,N
79345,N
79685,N
80032,N
80342,N
80671,N
81026,N
81344,N
81676,N
82037,N
82371,N
82690,N
83045,N
83376,N
83692,N
84042,N
84376,N
84685,N
85036,N
85367,N
85678,N
86009,N
86336,N
86644,N
86978,N
87324,N
87649,N
87991,N
88363,N
88714,N
89054,N
89411,N
89752,N
90083,N
90426,N
90758,N
91082,N
91423,N
91786,N
92113,N
92457,N
92816,N
93168,N
93508,N
93868,N
94192,N
94522,N
94867,N
95208,N
95527,N
95886,N
96207,N
96540,N
96886,N
97233,N
97557,N
97917,N
98261,N
98578,N
98923,N
99269,N
99597,N
99931,N
100285,N
100604,N
100945,N
101283,N
101596,N
101956,N
102308,N
102631,N
102985,N
103328,N
103649,N
103997,N
104330,N
104651,N
105012,N
105354,N
105683,N
106043,N
106389,N
106720,N
107085,N
107428,N
107764,N
108120,N
108462,N
108790,N
109140,N
109475,N
109808,N
110152,N
110490,N
110822,N
111172,N
111531,N
111895,N
112220,N
112568,N
112919,N
113248,N
113595,N
113947,N
114266,N
114617,N
114964,N
115286,N
115619,N
115962,N
116268,N
116604,N
116935,N
117253,N
117597,N
117967,N
118277,N
118625,N
118956,N
119586,N
119920,N
120528,N
121158,N
