sample,symbol
214,N
451,N
696,N
924,N
1168,N
1440,N
1707,N
1953,N
2191,N
2397,N
2604,N
2826,N
3049,N
3280,N
3548,N
3789,N
4030,N
4278,N
4516,N
4754,N
4976,N
5199,N
5438,N
5680,N
5917,N
6161,N
6398,N
6630,N
6854,N
7091,N
7333,N
7570,N
7813,N
8068,N
8331,N
8571,N
8806,N
9049,N
9280,N
9506,N
9741,N
9992,N
10232,N
10478,N
10716,N
10943,N
11171,N
11402,N
11637,N
11868,N
12097,N
12335,N
12574,N
12809,N
13044,N
13276,N
13499,N
13731,N
13972,N
14220,N
14467,N
14727,N
14981,N
15224,N
15458,N
15699,N
15940,N
16177,N
16416,N
16669,N
16925,N
17166,N
17415,N
17661,N
17899,N
18118,N
18346,N
18591,N
18837,N
19080,N
19302,N
19516,N
19730,N
19936,N
20150,N
20386,N
20629,N
20880,N
21121,N
21363,N
21603,N
21830,N
22048,N
22264,N
22499,N
22761,N
23024,N
23276,N
23521,N
23770,N
24012,N
24255,N
24488,N
24718,N
24967,N
25231,N
25482,N
25726,N
25977,N
26223,N
26453,N
26691,N
26940,N
27188,N
27435,N
27691,N
27939,N
28178,N
28415,N
28650,N
28885,N
29119,N
29351,N
29590,N
29831,N
30080,N
30315,N
30543,N
30773,N
30996,N
31224,N
31465,N
31721,N
31971,N
32203,N
32427,N
32646,N
32869,N
33089,N
33313,N
33545,N
33785,N
34019,N
34261,N
34500,N
34730,N
34958,N
35189,N
35426,N
35658,N
35900,N
36153,N
36404,N
36626,N
36850,N
37069,N
37297,N
37533,N
37764,N
38011,N
38238,N
38458,N
38682,N
38907,N
39128,N
39349,N
39566,N
39807,N
40073,N
40345,N
40620,N
40883,N
41116,N
41340,N
41555,N
41772,N
42006,N
42269,N
42528,N
42793,N
43025,N
43251,N
43481,N
43708,N
43937,N
44196,N
44426,N
44678,N
44929,N
45168,N
45404,N
45627,N
45844,N
46063,N
46298,N
46537,N
46776,N
47014,N
47246,N
47454,N
47676,N
47913,N
48161,N
48401,N
48646,N
48892,N
49130,N
49365,N
49595,N
49810,N
50023,N
50237,N
50468,N
50718,N
50962,N
51205,N
51450,N
51694,N
51922,N
52154,N
52392,N
52610,N
52832,N
53060,N
53298,N
53533,N
53757,N
53984,N
54201,N
54412,N
54623,N
54844,N
55074,N
55303,N
55523,N
55743,N
55962,N
56175,N
56383,N
56585,N
56791,N
56987,N
57188,N
57397,N
57610,N
57834,N
58060,N
58279,N
58490,N
58696,N
58911,N
59134,N
59364,N
59590,N
59809,N
60035,N
60264,N
60481,N
60697,N
60909,N
61122,N
61342,N
61565,N
